"filename", "language", "JSON with Comments", "sqlite3-editor-database", "JavaScript", "JSON", "TypeScript", "Markdown", "Log", "Docker", "TypeScript JSX", "XML", "SCSS", "CSS", "comment", "blank", "total"
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.7c121f53cae12707.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.7cf89a14ec4442bc.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.7e193997f20c9730.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.7f3ccff50bd9f485.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.81345b0ae60b0300.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.8183cb1e8792126e.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.83c05753a825bce8.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.8475ee450891e96d.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.87f00a8e81ae2bf2.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.888f7c77e02257f1.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.8bf4f3cc9395454d.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.8ea49f725f596afd.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.910918e58f3e26a4.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.9278697279144b03.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.9b0f21b3138a3928.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.9b5f86f468f92806.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.9bea6122d3c6b217.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.9e88e10c4962de25.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.9f2cf9eeb127120e.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.9f38b98f085503a2.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.a218eb8ac278a207.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.a5b228b70158e08a.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.a60cf4657183f1b8.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.a662a58a1fcb7bd7.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.a7bd7eb9d6bc35ed.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.a9a3e3e259b895de.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.acbc7221781e43ce.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.ad365aaef7ee08d5.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.ada4fc33800f0844.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.b02c8919e4360453.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.b201ce51e3bf2a7a.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.b26eab7a159cdbc5.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.b5a1122943ac3a20.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.b8ce44a0c57cab5d.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.b8d7de1c996a33b2.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.ba27b8fd55f664ae.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.bcbe5e991235363e.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.c20d15d6683aadd7.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.c29abae7dc758ee9.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.c3e3ac98973734a9.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.c475412ea952b609.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.c8c4173bdfadb499.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.ca1240441ae7fc3d.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.cb21b3870e30fdab.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.cc87038339a7c3f0.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.ceeb77defa58b928.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.d1dd261c6a7bfadd.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.d256dbfedfee32cb.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.d89ba72145e6f76a.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.d911d6af82b8ed36.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.ddc292503cba456d.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.dea2c62c45770f55.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.e13c0af32829b334.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.e26e905b6bcae92a.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.e32052124f02f065.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.e3b8de3a37a7f07f.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.e405712e112475a6.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.e4221cb5ddc2f2e9.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.e45b4410e1808ab6.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.e751c5f708db026c.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.e810dde39f44bf44.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.e87a844dd3671530.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.eb96e4d33b889300.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.ecfc8f8c3d61f749.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.f0adc6fbf84a4f31.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.f24e204b7b82ac96.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.f2cce3ee5d85e7c1.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.f2d8c096d459d30b.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.f3fc3ebe1675aeeb.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.f4b631aa65a06fb8.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.f7ea7a58ae03b830.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.fc7d991b72c69db3.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.fe5c077e4896ef4a.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\static\webpack\webpack.feb9636e6a933d4d.hot-update.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18
"c:\projects\r2h\r2h_project_3day_challenge\.next\types\app\aboutme\page.ts", "TypeScript", 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 10, 18, 80
"c:\projects\r2h\r2h_project_3day_challenge\.next\types\app\college\page.ts", "TypeScript", 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 10, 18, 80
"c:\projects\r2h\r2h_project_3day_challenge\.next\types\app\contactme\page.ts", "TypeScript", 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 10, 18, 80
"c:\projects\r2h\r2h_project_3day_challenge\.next\types\app\formdata\page.ts", "TypeScript", 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 10, 18, 80
"c:\projects\r2h\r2h_project_3day_challenge\.next\types\app\layout.ts", "TypeScript", 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 10, 18, 80
"c:\projects\r2h\r2h_project_3day_challenge\.next\types\app\r2h\page.ts", "TypeScript", 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 10, 18, 80
"c:\projects\r2h\r2h_project_3day_challenge\.next\types\app\rustpage\page.ts", "TypeScript", 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 10, 18, 80
"c:\projects\r2h\r2h_project_3day_challenge\.next\types\app\stack\page.ts", "TypeScript", 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 10, 18, 80
"c:\projects\r2h\r2h_project_3day_challenge\.next\types\app\toxpy\page.ts", "TypeScript", 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 10, 18, 80
"c:\projects\r2h\r2h_project_3day_challenge\.next\types\package.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\projects\r2h\r2h_project_3day_challenge\Dockerfile", "Docker", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 9, 18
"c:\projects\r2h\r2h_project_3day_challenge\README.md", "Markdown", 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 14, 37
"c:\projects\r2h\r2h_project_3day_challenge\app\aboutme\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 205, 0, 0, 0, 5, 3, 213
"c:\projects\r2h\r2h_project_3day_challenge\app\all.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 3
"c:\projects\r2h\r2h_project_3day_challenge\app\animateEntry.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 3, 27
"c:\projects\r2h\r2h_project_3day_challenge\app\api\contact\route.ts", "TypeScript", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 6, 27
"c:\projects\r2h\r2h_project_3day_challenge\app\college\accordion.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 3, 58
"c:\projects\r2h\r2h_project_3day_challenge\app\college\applications.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 3, 75
"c:\projects\r2h\r2h_project_3day_challenge\app\college\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 2, 27
"c:\projects\r2h\r2h_project_3day_challenge\app\college\progress.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 3, 6, 53
"c:\projects\r2h\r2h_project_3day_challenge\app\contactme\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 2, 20
"c:\projects\r2h\r2h_project_3day_challenge\app\formdata\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 3, 31
"c:\projects\r2h\r2h_project_3day_challenge\app\formdata\table.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5
"c:\projects\r2h\r2h_project_3day_challenge\app\formdata\table.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 82, 0, 0, 0, 0, 4, 86
"c:\projects\r2h\r2h_project_3day_challenge\app\globals.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 1, 7
"c:\projects\r2h\r2h_project_3day_challenge\app\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 5, 67
"c:\projects\r2h\r2h_project_3day_challenge\app\loading.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 5, 34
"c:\projects\r2h\r2h_project_3day_challenge\app\loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 2, 34
"c:\projects\r2h\r2h_project_3day_challenge\app\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 2, 11
"c:\projects\r2h\r2h_project_3day_challenge\app\r2h\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 2, 2, 38
"c:\projects\r2h\r2h_project_3day_challenge\app\rustpage\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 2, 28
"c:\projects\r2h\r2h_project_3day_challenge\app\stack\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 166, 0, 0, 0, 0, 6, 172
"c:\projects\r2h\r2h_project_3day_challenge\app\toxpy\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 2, 27
"c:\projects\r2h\r2h_project_3day_challenge\contact\component.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 125, 0, 0, 0, 0, 19, 144
"c:\projects\r2h\r2h_project_3day_challenge\db.ts", "TypeScript", 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 8, 52
"c:\projects\r2h\r2h_project_3day_challenge\footer\component.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 6, 4, 36
"c:\projects\r2h\r2h_project_3day_challenge\footer\style.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 3, 22
"c:\projects\r2h\r2h_project_3day_challenge\header\component.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 8, 81
"c:\projects\r2h\r2h_project_3day_challenge\header\style.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 2, 10, 66
"c:\projects\r2h\r2h_project_3day_challenge\local.db", "sqlite3-editor-database", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\projects\r2h\r2h_project_3day_challenge\next-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 6
"c:\projects\r2h\r2h_project_3day_challenge\next.config.js", "JavaScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 5
"c:\projects\r2h\r2h_project_3day_challenge\package.json", "JSON", 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 42
"c:\projects\r2h\r2h_project_3day_challenge\postcss.config.js", "JavaScript", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14
"c:\projects\r2h\r2h_project_3day_challenge\public\next.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\projects\r2h\r2h_project_3day_challenge\public\vercel.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\projects\r2h\r2h_project_3day_challenge\tailwind.config.ts", "TypeScript", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 2, 21
"c:\projects\r2h\r2h_project_3day_challenge\tsconfig.json", "JSON with Comments", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 28
"c:\projects\r2h\r2h_project_3day_challenge\yarn-error.log", "Log", 0, 0, 0, 0, 0, 0, 2336, 0, 0, 0, 0, 0, 0, 365, 2701
"Total", "-", 28, 6, 66653, 272, 552, 23, 2336, 9, 1131, 2, 54, 259, 41394, 39455, 152174
